Date,Description,Theme,Jurisdiction,Area,Note,Label,Latitude,Longitude,Source
01/08/2013,Palestine Electricity Transmission Limited (PETL) established as a single-buyer and transmission operator for electricity in the West Bank.,Energy,Palestinian Authority,West Bank (PETL),Designed to consolidate purchases and interact cohesively with IEC under dependence conditions. Created to consolidate electricity purchases and manage transmission planning.,PETL established,31.9038,35.2034,https://www.petl.ps/en
30/03/2013,Tamar offshore natural gas field begins commercial production.,Energy,State of Israel (offshore EEZ),Tamar gas field,Production enabled transition to gas-fired electricity generation. Enables rapid shift toward gas-fired generation.,Tamar production starts,32.2,34.9,https://www.offshore-technology.com/projects/tamar-field/
23/04/2014,Fatah and Hamas sign agreement to form a Palestinian unity government.,Governance & Territory,Palestinian factions (Fatah / Hamas),West Bank and Gaza Strip,Agreement not fully implemented; governance split continues.Fatah Hamas reconciliation attempt,,31.5017,34.4668,https://www.aljazeera.com/news/2014/4/23/palestinian-factions-to-form-unity-government
08/07/2014,Operation Protective Edge begins with Israeli military operations in the Gaza Strip with widespread destruction.,Military,Gaza Strip (Palestinian territory),Gaza Strip,Conflict lasted July August 2014 and caused extensive infrastructure damage. High civilian casualties.,Operation Protective Edge,31.5017,34.4668,https://www.un.org/unispal/document/auto-insert-195833/
03/08/2014,LTE/4G mobile services begin rollout by Israeli operators following regulatory approval. (example: Cellcom LTE launch after Ministry approval).,Infrastructure & Technology,State of Israel,Israel (mobile networks),Commercial LTE deployment began in 2014 starting with Cellcom network launch. Anchor for 4G era preceding Palestinian network upgrades by several years.,4G launches (Israel),32.0853,34.7818,https://markets.ft.markitdigital.com/data/equities/tearsheet/summary?s=CELJF:PKL
31/10/2014,"OCHA report highlights settlement expansion around Wadi Qana nature reserve and associated land-use restrictions. Area was designated a nature reserve by Israeli authorities in the 1980s, restricting Palestinian land use.",Conservation & Environment,West Bank (Area C),Wadi Qana,Report discusses planning restrictions affecting Palestinian land use. Example of 'nature reserve' designation functioning as a land-use restriction in contested territory.,Wadi Qana nature reserve restrictions,32.13056,35.14,https://www.ochaopt.org/content/settlement-expansion-around-israeli-declared-nature-reserve
21/06/2014,Palestine: Land of Olives and Vines   Cultural Landscape of Southern Jerusalem (Battir) inscribed on UNESCO World Heritage List.,Heritage & Archaeology,State of Palestine,Battir,Cultural landscape inscription covering agricultural terraces and irrigation system. Coordinates from UNESCO 'Maps' pages.,Battir UNESCO,31.720556,35.143472,https://whc.unesco.org/en/list/1492
22/06/2014,Caves of Maresha and Bet-Guvrin in the Judean Lowlands inscribed on UNESCO World Heritage List.,Heritage & Archaeology,State of Israel,Judean Lowlands (Bet-Guvrin / Maresha),Serial archaeological cave complex. Coordinates from UNESCO 'Maps' pages.,Maresha / Bet-Guvrin UNESCO,31.6,34.9,https://whc.unesco.org/en/list/1370/
06/12/2017,United States recognises Jerusalem as the capital of Israel.,Governance & Territory,United States / State of Israel,Jerusalem,Policy shift triggers protests across Palestinian territories and region.,US recognises Jerusalem as capital,31.778,35.235,https://www.aljazeera.com/news/2017/12/8/trump-transcript-in-full-jerusalem-is-israels-capital
07/07/2017,"OCHA report explains extent of firing zones declared for Israeli military training in Area C of the West Bank. Since the 1970s, ~18% of the West Bank (nearly 30% of Area C) declared firing zones for military training; civilian presence prohibited without permission.",Military,West Bank (Area C),West Bank firing zones,Report states approximately 18% of the West Bank designated as firing zones. Anchor for 'restricted landscapes' becoming military training spaces with environmental and livelihood impacts.,Firing zones (OCHA),31.9522,35.2332,https://www.ochaopt.org/content/firing-zones-and-risk-forcible-transfer
07/07/2017,Hebron/Al-Khalil Old Town inscribed on UNESCO World Heritage List.,Heritage & Archaeology,State of Palestine,Hebron Old City,Inscribed during 41st World Heritage Committee session. Coordinates from UNESCO 'Maps' page; date uses year only.,Hebron Old Town UNESCO,31.52444444,35.10833333,https://whc.unesco.org/en/list/1565
01/01/2018,Two events: 3G mobile services launch in the West Bank while Gaza remains limited to 2G. World Bank notes Israeli imports account for > 99% of electricity supply in West Bank.,Infrastructure & Technology,West Bank,West Bank and Gaza,Deployment followed spectrum agreement between Israel and Palestinian Authority. Telecom modernization gap and electricity dependency.,WB 3G launch & electricity dependency,31.9038,35.2034,https://www.trade.gov/market-intelligence/west-bank-information-technology-4g-mobile-service
03/06/2018,Israeli government approves electricity sector reform restructuring the Israel Electric Corporation (IEC restructuring; competition in some segments).,Energy,State of Israel,National electricity sector,Reform introduces competition in generation while maintaining IEC grid monopoly over grid infrastructure while changing generation/supply structure.,Electricity reform decision,31.7683,35.2137,https://www.reuters.com/article/markets/commodities/israel-to-break-up-electric-utility-iecs-monopoly-idUSL5N1SO3JM/
01/10/2018,Pilot monitoring report published on bird collisions along high-voltage line in the Jezreel Valley. 'Bird collisions on a high-voltage line in the Jezreel Valley'.,Conservation & Environment,State of Israel,Jezreel Valley,Baseline monitoring used to develop collision mitigation strategies. Empirical baseline used to design later marking/mitigation strategies.,Jezreel collision pilot report,32.604,35.322,https://tevabiz.org.il/wp-content/uploads/2017/11/%D7%93%D7%95%D7%97-%D7%9E%D7%A1%D7%9B%D7%9D-%D7%A4%D7%99%D7%99%D7%9C%D7%95%D7%98-%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%AA%D7%A0%D7%92%D7%A9%D7%95%D7%AA-%D7%A2%D7%95%D7%A4%D7%95%D7%AA-%D7%91%D7%A7%D7%95-%D7%9E%D7%AA%D7%97.pdf
30/03/2018,Great March of Return protests begin along Gaza-Israel separation fence.,Resistance,Gaza Strip,Gaza perimeter,Weekly protests demanding right of return and end of blockade.,Great March of Return (mass mobilisation),31.4,34.35,https://www.un.org/unispal/document/auto-insert-203013/
25/03/2019,United States recognises Israeli sovereignty over the Golan Heights. First country to recognise annexation of territory captured from Syria in 1967.,Governance & Territory,United States / State of Israel,Golan Heights,First country to recognise annexation of territory captured from Syria in 1967.,US recognises Israeli sovereignty over Golan Heights,33,35.75,https://www.aljazeera.com/news/2019/3/25/trump-formally-recognises-israeli-sovereignty-over-golan-heights
01/11/2019,SPNI publishes national guidance for reducing bird collisions with power lines based on national sensitivity analysis (published 2019).,Conservation & Environment,State of Israel,National electricity network,Guidance based on national sensitivity analysis and monitoring data.,SPNI collision guidance,31.7683,35.2137,https://tevabiz.org.il/wp-content/uploads/2019/11/%D7%9C%D7%90%D7%AA%D7%A8-%D7%A6%D7%9E%D7%A6%D7%95%D7%9D-%D7%94%D7%AA%D7%A0%D7%92%D7%A9%D7%95%D7%AA-%D7%A2%D7%95%D7%A4%D7%95%D7%AA-%D7%91%D7%A7%D7%95%D7%95%D7%99-%D7%97%D7%A9%D7%9E%D7%9C.pdf
31/12/2019,Leviathan offshore gas field begins commercial production.,Energy,State of Israel (offshore EEZ),Leviathan gas field,Production started late 2019 enabling exports to regional markets. Strengthens export diplomacy and strategic asset protection.,Leviathan production starts,33.1,34.65,https://www.offshore-technology.com/projects/leviathan-gas-field-levantine-israel/
01/01/2020,Israeli electricity system described as isolated grid without regional interconnection. Grid is not interconnected with neighboring countries; requires self-sufficiency.,Energy,State of Israel,National electricity grid,Often described as an  electricity island  requiring reserve margins. System operation/market functions separated from IEC as part of reform implementation.,Israel grid,31.7683,35.2137,https://www.inss.org.il/publication/electricity-system/
07/01/2020,National sensitivity map for bird collisions with power lines published (ArcGIS): 'Sensitive areas for bird collisions with power lines' (SPNI/partners).,Conservation & Environment,State of Israel,National power line network,GIS layer used for planning and mitigation. Creates a visible national layer of collision sensitivity used in planning/mitigation workflows.,Collision sensitivity map,31.7683,35.2137,https://www.arcgis.com/apps/mapviewer/index.html?webmap=b094aa13332f410d93a9b72c8bf55b17
28/01/2020,United States announces proposed Israeli Palestinian peace plan.,Governance & Territory,United States,Israel / West Bank,Plan proposes conditional Palestinian statehood; rejected by Palestinian leadership,Trump peace plan,38.8977,-77.0365,https://apnews.com/article/donald-trump-ap-top-news-international-news-jerusalem-politics-f7d36b9023309ce4b1e423b02abf52c6
15/09/2020,Israel signs normalisation agreements with the United Arab Emirates and Bahrain. Followed by similar agreements with Morocco and Sudan.,Governance & Territory,Israel / UAE / Bahrain,International,Followed by similar agreements with Morocco and Sudan.,Abraham Accords,38.8977,-77.0365,https://www.aljazeera.com/news/2023/9/17/three-years-on-how-have-the-abraham-accords-done-for-the-uae
29/09/2020,Israel s Communications Ministry grants 5G technology licences to mobile operators (launch of 5G era).,Infrastructure & Technology,State of Israel,Israel mobile networks,Beginning of national 5G deployment. Anchor for 5G build-out and subsequent 6G strategic discourse.,5G licenses issued,31.7683,35.2137,https://www.gov.il/en/pages/29092020_5
18/11/2020,INSS publishes analysis on future 6G technologies and implications for Israel; notes Israel's 5G launch in Sept 2020 and strategic implications.,Infrastructure & Technology,State of Israel,National telecommunications policy,Links 5G rollout to future strategic communications infrastructure. Connects wireless evolution to strategic/defense policy discourse.,Israel in 6G discourse,31.7683,35.2137,https://www.inss.org.il/publication/towards-6g/
01/01/2021,Electricity Authority report notes Noga operating as independent system operator following electricity sector reform. Israeli electricity system described as isolated grid without regional interconnection. ,Energy,State of Israel,National electricity system operator (Noga),System operation separated from Israel Electric Corporation.  System operation/market functions separated from IEC as part of reform implementation.,Noga operates independently,31.7683,35.2137,https://www.gov.il/BlobFolder/generalpage/dochmeshek/he/Files_Netunei_hashmal_THE%20ELECTRICITY%20AUTHORITY%20_ANNUAL%20REPORT_2021.pdf
10/05/2021,Operation Guardian of the Walls begins with Israeli airstrikes and rocket fire between Gaza and Israel. Gaza conflict triggered by Jerusalem tensions.,Military,Gaza Strip (Israeli military operation),Gaza Strip,Eleven-day conflict between Israel and armed groups in Gaza. Significant rocket fire and airstrikes.,Operation Guardian of the Walls,31.5017,34.4668,https://reliefweb.int/report/occupied-palestinian-territory/gaza-hamas-and-risk-civilian-life-during-operation-guardian
01/01/2022,Ministry of Environmental Protection approves plan to reduce bird electrocution using drone-installed mitigation devices.,Conservation & Environment,State of Israel,National power line network,Programme includes installation of insulating devices using drones. Technical solutions including drone installation tested.,Bird electrocution mitigation plan,31.7683,35.2137,https://en.hayadan.org.il/High-voltage-How-can-you-reduce-a-collision-of-a-zippo
01/01/2022,SPNI launches Start-Up Nature wetland restoration initiative creating artificial wetlands for migratory birds; creating mini-Hulas for bird migration.,Conservation & Environment,State of Israel,Wetland restoration sites (national),"Programme aims to restore wetland habitats along migration routes to support half a billion migrating birds, carbon sink.",Start-Up Nature project,32.7,35.6,https://mideastenvironment.apps01.yorku.ca/2022/12/un-draining-the-swamp-rewilding-project-aims-to-resurrect-israeli-wetlands-haaretz/
01/01/2022,Environmental Protection Minister signs order suspending hunting season due to avian influenza outbreak.,Conservation & Environment,State of Israel,National (Israel),Temporary hunting ban imposed to limit spread of avian flu.,Hunting ban avian flu,31.7683,31.7683,https://www.nationalgeographic.com/animals/article/israel-cancels-hunting-season-to-combat-worst-blow-to-wildlife-in-its-history
26/10/2022,Karish offshore gas field begins commercial production.,Energy,State of Israel (offshore EEZ),Karish gas field,"Operated by Energean; additional offshore supply capacity, reinforces offshore security geography.",Karish production starts,33.03,33.85,https://www.energean.com/operations/israel/karish/
27/10/2022,Israel and Lebanon conclude maritime boundary agreement defining offshore economic zones (exchange of letters) regarding maritime boundary.,Energy,Israel / Lebanon (offshore EEZ),Eastern Mediterranean maritime boundary,Agreement formalised through exchange of letters mediated by the United States. Illustrates how offshore extractive frontiers create interstate disputes and negotiated settlements.,Maritime agreement (UN),33,34,https://treaties.un.org/Pages/showDetails.aspx?clang=_en&objid=08000002806029d5
01/01/2023,Ministerial committee advances bill to apply Israeli law to nature reserves in the West Bank nature reserves (de facto annexation).,Governance & Territory,West Bank (Israeli legislative initiative),West Bank nature reserves,Proposal concerns application of Israeli law to protected areas. Controversial bill to apply Israeli law to occupied territory nature reserves.,West Bank nature reserves bill,31.9522,35.2332,https://poica.org/2023/06/a-de-facto-annexation-of-the-west-banks-nature-reserves/
01/01/2023,Government launches national vulture protection programme. Multi-million shekel vulture protection plan launched (28.5 million NIS over 4 years).,Conservation & Environment,State of Israel,National conservation programme,Multi-year funding for feeding stations and anti-poisoning measures. Stabilise critically endangered vulture population through feeding stations and poisoning prevention.,Vulture protection plan,31.7683,35.2137,https://mideastenvironment.apps01.yorku.ca/2023/09/israel-throws-multi-million-lifeline-to-save-its-vanishing-vulture-ynet/
07/05/2023,Israeli government approves budget to develop/restoration works at Sebastia archaeological site.,Heritage & Archaeology,Funding / Development Plan,Sebastia / Samaria,Government approval reported early May 2023; coordinates use UNESCO TL point.,Sebastia development budget,32.28333333,35.18333333,https://peacenow.org.il/en/the-civil-administration-begins-archaeological-excavations-at-the-sebastia-site
04/07/2023,Israeli Cabinet decision extends Israeli Civil Administration authority over heritage sites in West Bank Area B (policy enabling increased control/operations at selected sites).,Governance & Territory,West Bank (Area B),West Bank Area B heritage sites,Policy affects management of selected archaeological locations.,Cabinet decision: Civil Admin jurisdiction at Area B heritage sites,31.9522,35.2332,https://emekshaveh.org/en/cabinet-decision-area-b/
17/09/2023,Ancient Jericho / Tell es-Sultan inscribed on UNESCO World Heritage List.,Heritage & Archaeology,State of Palestine,Jericho / Tell es-Sultan,"Inscribed during the 45th session of the World Heritage Committee. Inscription reported Sept 17, 2023; coordinates from UNESCO maps page.",Tell es-Sultan UNESCO,31.87130556,35.44405556,https://whc.unesco.org/en/list/1687
07/10/2023,Hamas-led attacks on Israel followed by Israeli military operations in the Gaza Strip.,Resistance,Israel / Gaza Strip,Israel and Gaza Strip,Event marks start of ongoing Gaza war beginning October 2023. Included as major inflection point relevant to later military corridors and access regimes.,Al-Aqsa Flood,31.4,34.35,https://www.palestine-australia.com/highlights/news/2023/ocha-flash-update-6
01/01/2024,KKL-JNF launches National Program for the Protection of Wild Birds addressing >10% population decline.,Conservation & Environment,State of Israel,National conservation programme,Programme addresses population decline and migratory bird protection (climate change and avian flu impacts on migratory birds).,National bird protection program,31.7683,35.2137,https://mideastenvironment.apps01.yorku.ca/2024/05/kkl-jnf-unveils-new-program-to-protect-migratory-birds-jerusalem-post/
01/01/2024,"INPA creates a Bedouin led volunteer patrol (19 members) to locate and remove poisoned carcasses, addressing the primary threat to vultures in the Negev.",Conservation & Environment,State of Israel,Negev,Joint initiative with Israel Nature and Parks Authority.,Bedouin nature patrol,30.9,34.8,https://www.ynetnews.com/health_science/article/sjcotjljr
01/01/2024,Transportation Ministry launches bird-friendly acoustic wall project on highways (Route 20 and 2).,Conservation & Environment,State of Israel,Coastal and central highways (Routes 2 and 20),Visual markers to prevent collisions; response to study showing hundreds of thousands of bird deaths.,Bird-friendly acoustic walls,32.0853,34.7818,https://www.ynetnews.com/environment/article/h100fm4cja
01/01/2024,Researchers publish deep learning bird monitoring study using BirdNET-Analyzer at Hula Lake.,Conservation & Environment,State of Israel,Hula Lake,Deep learning framework for acoustic species monitoring. Automated framework for monitoring bird species by vocalisations.,BirdNET bioacoustics study,33.06666667,35.58333333,https://www.sciencedirect.com/science/article/pii/S1574954124000700
01/10/2024,Noga report evaluates effectiveness of powerline bird-collision marking measures. Study comparing effectiveness of different powerline marking measures; includes drone installation and monitoring (2022-2024).,Conservation & Environment,State of Israel,Jezreel Valley   Beit She an corridor,Study compares mitigation techniques including drone installation. Important for 'infrastructure mitigation' timeline: quantified reductions and operational methods.,Marking effectiveness study (Noga),32.604,35.322,https://www.noga-iso.co.il/media/qzxarbpv/%D7%94%D7%AA%D7%A0%D7%92%D7%A9%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%A7%D7%95%D7%95%D7%99-%D7%9E%D7%AA%D7%97-%D7%93%D7%95%D7%97-%D7%9E%D7%A1%D7%9B%D7%9D.pdf
07/05/2024,Israeli forces take control of Rafah crossing area during Rafah offensive and deploys forces within the Philadelphi Corridor (Gaza).,Military,Gaza Strip (Israeli military operation),Rafah crossing / Philadelphi corridor,Operations conducted along Gaza Egypt border area. Midpoint coordinate between Kerem Shalom crossing and Rafah Border Crossing (for mapping a linear corridor).,Philadelphi corridor control,31.234705,34.264895,https://www.aljazeera.com/news/2024/9/5/netanyahu-doubles-down-on-military-control-over-gazas-philadelphi-corridor
26/06/2024,"Reports indicate increased demolition of Bedouin villages in the Negev, with several communities at risk of displacement.",Governance & Territory,State of Israel,Negev (Naqab),"Estimates indicate approximately 5,000 6,000 residents in multiple villages at risk following intensified demolitions.",Demolition of Bedouin villages,31.25,34.8,https://iwgia.org/en/bedouin_negev_naqab/5654-iw-2025-bedouin.html
01/07/2024,Israeli authorities seize plot at Tel Sebastia for planned development works for planned flagpole/national-park development.,Heritage & Archaeology,West Bank (Israeli administration),Sebastia / Samaria,Reported July 2024.,Tel Sebastia plot seizure,32.28333333,35.18333333,https://www.ft.com/content/412aaea4-d25b-465c-83b4-36df4295e184
31/12/2024,Netzarim Corridor established/used as an east-west military corridor dividing Gaza Strip south of Gaza City.,Military,Gaza Strip (Israeli military control),Netzarim Corridor,Corridor used during 2024 Gaza operations.,Netzarim Corridor,31.4697,34.4316,https://www.ochaopt.org/
01/01/2025,Eilat Urban Nature Hub project launched for bird conservation along migratory route.,Conservation & Environment,State of Israel,Eilat,Urban ecological restoration and education initiative.,Eilat bird conservation hub,29.55,34.95,https://embassies.gov.il/boston/en/news/conserving-bird-migration-route-eilat
01/01/2025,Palestinian Environment Quality Authority reports 685 environmental violations in the West Bank attributed to Israeli military activities and settlements/settler violence.,Governance & Territory,West Bank,West Bank,Annual report documenting environmental impacts during 2024 2025 period.,PA environmental violations report,31.9522,35.2332,https://www.environment.ps/en/news/2025-report
01/01/2025,Research programme on nocturnal bird migration using radar and bioacoustics methods (Aya Marck).,Conservation & Environment,State of Israel,Haifa research programme,Study uses machine learning classification of nocturnal flight calls. Deep learning models classify bird species using bioacoustics,Nocturnal migration bioacoustics research,32.794,34.9896,https://animalflight.haifa.ac.il/people/aya-marck/
01/01/2025,Implementation phase of national vulture protection programme announced. Israel announces NIS 28.5 million vulture protection plan implementation (continuation from 2023).,Conservation & Environment,State of Israel,National conservation programme,Programme includes feeding stations and anti-poisoning measures.,Vulture plan implementation,31.7683,35.2137,https://www.ynetnews.com/environment/article/bj2rohkcll
02/04/2025,Morag Corridor announced/used as a military corridor in Gaza.,Military,Gaza Strip (Israeli military control),Morag Corridor,Corridor referenced in reporting during 2025 Gaza operations.,Morag Corridor,31.30833,34.28806,https://www.ochaopt.org/
01/05/2025,"Multiple archaeological site designation orders issued in northern West Bank including including Khirbet Silon/Tel Shiloh, Khirbet Tana et-Tahta (east of Beit Furik), and Mount Gerizim (Jabal Jarizim/Har Gerizim). Described as unprecedented in scale.",Heritage & Archaeology,West Bank (Israeli Civil Administration),Nablus (northern West Bank),Umbrella event covering multiple site declarations signed May 2025.,"Mass archaeology site declarations (Tel Shiloh, Khirbet Tana, Mt Gerizim)",32.221,35.262,https://emekshaveh.org/en/sites-declarations-and-more/
11/05/2025,Archaeological excavations initiated near Nablus at Sebastia (Tel Shomron) by Civil Administration archaeology unit.,Heritage & Archaeology,West Bank (Israeli Civil Administration),Sebastia (Tel Shomron),Site spans Areas B and C near Nablus.,Sebastia excavations begin,32.275,35.196,https://peacenow.org.il/en/the-civil-administration-begins-archaeological-excavations-at-the-sebastia-site
01/09/2025,"Reports document expropriation plans and expanded control over multiple archaeological sites in Nablus governorate, including Sebastia.",Heritage & Archaeology,West Bank (Israeli Civil Administration),Nablus (Sebastia and surrounding sites),Reflects expansion of archaeological designation and land control beyond initial excavation phase.,Sebastia excavations,32.221,35.262,https://poica.org/2025/09/nablus-governorates-archaeological-sites-face-israeli-expropriation-plans/
26/11/2025,"NAD media brief summarizes 2013-2025 confiscation/order distribution and lists named West Bank archaeological sites affected (including Sebastia, Tel Shiloh, Mount Gerizim, Khirbet Tana).",Governance & Territory,West Bank,West Bank (Nablus/Ramallah/Salfit),Brief lists multiple archaeological sites subject to orders. NAD: 63 orders affecting West Bank archaeological sites (2013-2025),NAD summary: 63 orders (2013-2025),31.9522,35.2332,https://www.nad.ps/en/media-room/media-briefs/archaeology-cultural-heritage-israel%E2%80%99s-strategy-entrench-de-facto-annexation
19/12/2025,Civil Administration archaeology unit activity reported at Sartaba / Alexandrium site.,Heritage & Archaeology,West Bank (Israeli Civil Administration),Sartaba / Alexandrium,Activity reported in Hebrew media. Coordinates reflect Sartaba/Alexandreion location.,Sartaba (Alexandrium) renewed activity,32.086,35.462,https://www.ynetnews.com/environment/article/ryg34ihx11x
15/03/2026,Bioacoustics conference 2026 at University of Haifa focusing on autonomous recording units for bird migration monitoring. ,Conservation & Environment,State of Israel,Haifa,Conference on acoustic monitoring and migration research (Soundscape analysis and bird monitoring).,Bioacoustics 2026 conference,32.8,34.98,https://animalflight.haifa.ac.il/bioacoustics-conference-2026/bioacoustics-2026-landing-page/
02/02/2026,Reported plan for park development and land expropriation at Sebastia archaeological site; Palestinian objections frame it as land/heritage seizure.,Heritage & Archaeology,West Bank (Israeli administration),Sebastia / Samaria,Reported February 2026; subject of dispute. Coordinates use UNESCO Tentative List point.,Sebastia expropriation notice / dispute,32.28333333,35.18333333,https://cwrc.ps/page-4267-en.html
05/06/1967,"Establishment of Israeli military administration and population registry system used to monitor Palestinian residency, identity, and movement",Governance & Territory,"West Bank, Gaza",Occupied Palestinian Territory,"Population registry functions as a foundational data infrastructure linking identity, residency status, and mobility rights. This system precedes digital surveillance but establishes the logic of population management and control through record-keeping.",Administrative Surveillance,31.9522,35.2332,https://imeu.org/resources/key-issues/fact-sheet-israeli-surveillance-restrictions-on-palestinian-movement/128
05/03/1991,"Introduction of the permit regime requiring Palestinians to obtain authorisation for movement between Gaza, West Bank, and Israel, creating a database-driven control system",Governance & Territory,"West Bank, Gaza, Israel",heckpoints / border crossings,"Permit system digitises earlier administrative controls, producing a networked infrastructure of movement governance. Functions through integration of ID databases, security classifications, and checkpoint enforcement mechanisms.",Movement Control Systems,31.7683,35.2137,https://www.btselem.org/freedom_of_movement
01/01/2019,Deployment of facial recognition surveillance systems ( Red Wolf ) at checkpoints in Hebron to track and classify Palestinians,Infrastructure & Technology,West Bank (H2),Hebron,"Facial recognition automates identification processes, removing need for physical ID checks. Operates through database matching and risk categorisation, embedding algorithmic decision-making into checkpoint infrastructure.",Biometric Surveillance,31.5326,35.0998,"https://www.amnesty.org/en/latest/campaigns/2023/05/automated-apartheid/, https://international-review.icrc.org/sites/default/files/reviews-pdf/2021-12/ihl-hr-facial-recognition-technology-occupied-palestinian-territory-914.pdf"
01/01/2020,Implementation of  Blue Wolf  system - a large-scale facial recognition database used by Israeli forces to identify Palestinians in real time,Infrastructure & Technology,West Bank,Multiple urban areas," Blue Wolf  functions as a gamified data acquisition system, incentivising soldiers to collect facial images. Expands surveillance beyond checkpoints into everyday urban environments, creating a pervasive biometric database.",AI / Database Surveillance,31.9522,35.2332,https://www.amnesty.org/en/latest/news/2023/05/israel-opt-israeli-authorities-are-using-facial-recognition-technology-to-entrench-apartheid/
28/09/2000,Expansion of checkpoint infrastructure integrated with digital ID verification and centralised databases during the Second Intifada,Governance & Territory,West Bank,"Checkpoints (e.g., Qalandia)","28/09/2000 (Ariel Sharon visit to Haram al-Sharif/Temple Mount) is the standard trigger date. The surveillance infrastructure expansion is processual (2000 2003), so this is again an anchor date, not a single deployment moment.",Networked Surveillance,31.8619,35.217,https://www.ecoi.net/en/file/local/1272348/1002_1246549512_ocha-opt-movement-access-2009-june-english.pdf
01/10/2015,Escalation of violence across the West Bank triggers intensified security measures and surveillance expansion planning,Governance & Territory,West Bank,Hebron,Used as contextual trigger; surveillance expansion follows immediately after October 2015 escalation.,Surveillance Trigger Event,31.5326,35.0998,https://international-review.icrc.org/sites/default/files/reviews-pdf/2021-12/ihl-hr-facial-recognition-technology-occupied-palestinian-territory-914.pdf
25/10/2015,"Installation and densification of CCTV cameras across Hebron H2, covering streets, checkpoints, and access points",Infrastructure & Technology,West Bank (H2),Hebron Old City,"Amnesty documents near-ubiquitous camera coverage in H2, forming the basis for later biometric integration.",CCTV Infrastructure Deploymen,31.5326,35.0998,https://www.amnesty.org/en/documents/mde15/6701/2023/en/
01/01/2016,Consolidation of Hebron surveillance network; cameras integrated with checkpoint control and monitoring systems,Infrastructure & Technology,West Bank (H2),Hebron checkpoints (incl. Shuhada Street corridor),Marks transition from standalone cameras ? networked surveillance architecture.,Networked Surveillance,31.5326,35.0998,https://international-review.icrc.org/sites/default/files/reviews-pdf/2021-12/ihl-hr-facial-recognition-technology-occupied-palestinian-territory-914.pdf
01/07/2014,Initial deployment and acceleration of CCTV camera installation across East Jerusalem Palestinian neighbourhoods,Governance & Territory,East Jerusalem,"Shuafat, Silwan, Issawiya, Old City",Marks beginning of large-scale camera installation following unrest; early phase of infrastructure build-out.,CCTV Deployment,31.7683,35.2137,https://international-review.icrc.org/sites/default/files/reviews-pdf/2021-12/ihl-hr-facial-recognition-technology-occupied-palestinian-territory-914.pdf
01/01/2015,"Expansion and densification of surveillance camera network, extending coverage into residential streets and public spaces",Infrastructure & Technology,East Jerusalem,"Old City, surrounding neighbourhoods","System transitions from discrete cameras ? continuous urban monitoring network, enabling persistent observation.",Networked Surveillance,31.7683,35.2137,https://international-review.icrc.org/sites/default/files/reviews-pdf/2021-12/ihl-hr-facial-recognition-technology-occupied-palestinian-territory-914.pdf
01/01/2016,"Spyware developed by NSO Group enabling covert access to smartphones (calls, messages, camera, microphone, files). First confirmed in 2016",Infrastructure & Technology,"West Bank, Gaza, Israel",Remote / device-level (non-location specific),Forensic analysis confirmed Pegasus infections on Palestinian human rights defenders  phones (2021). Represents non-territorial surveillance (not tied to checkpoints or infrastructure). Key shift: from physical control ? remote digital penetration.,Pegasus (NSO Group),0,0,https://www.frontlinedefenders.org/sites/default/files/palestine_nso_report_final.pdf
01/01/2010,"Suite of interception and hacking tools used by state actors, often overlapping with Pegasus capabilities.  Often operates through private companies contracted by states. Difficult to attribute specific deployments due to secrecy.",Infrastructure & Technology,Israel / Occupied Palestinian Territories,,"Confirmed (broader ecosystem, less individually documented). 
Often operates through private companies contracted by states. Difficult to attribute specific deployments due to secrecy.",Commercial cyber-surveillance tools,0,0,https://docs.un.org/en/A/HRC/39/29
01/01/2000,"Mass interception of communications (calls, internet traffic) by Unit 8200.",Infrastructure & Technology,"West Bank, Gaza",,"Interception of communications, metadata analysis, intelligence profiling",Signals intelligence (SIGINT),0,0,
05/06/1982,"Emergence of Yesh Gvul refusals during the 1982 Lebanon War, (Operation Peace for Galilee) opposing service beyond internationally recognised borders.",Resistance,Israel / Lebanon (extraterritorial military operations),Southern Lebanon (primary theatre of operations),Refusals begin immediately after the invasion starts. No single founding-day document for Yesh Gvul ? Anchor date marks invasion start; refusals emerge immediately after deployment orders.,Military Refusal / Extraterritorial Operations,0,0,
08/12/1987,Selective refusal emerges among Israeli reservists during policing and enforcement duties in the First Intifada,Resistance,"West Bank, Gaza (occupied territories)",Occupied Palestinian Territory,Refusals are diffuse; tied to shift from conventional warfare ? civilian population control.,Military Refusal / Occupation Enforcement,31.9522,35.2332,https://www.jstor.org/stable/2538162
25/01/2002,"Publication of the Combatants' Letter, signed by 51 reservists refusing service in the occupied territories",Resistance,"Israel / West Bank, Gaza",Tel Aviv (publication + military centre),One of the first formalised collective refusals with explicit political framing.,Military Refusal / Public Declaration,32.0853,34.7818,https://www.972mag.com/combatants-letter-army-refusal-zionist-left/
24/09/2003,Public refusal by Israeli Air Force pilots declining participation in targeted strike missions in Palestinian territories,Resistance,"Israel / Gaza, West Bank (aerial operations)",Tel Nof Airbase,Represents refusal within elite technological military infrastructure (air power).,Military Refusal / Aerial Warfare,31.8397,34.8215,https://btvshalom.org/archive/more/The_Pilots_Have_Courage_To_Refuse.pdf
